条目编号	标题	处理类型	修改前	修改后	次数	上下文
660	西吉斯蒙德 Sigismund	恢复英文词间空格	the	the 	1	"ed by the unscrupulous behavior of theNight Lords.

西吉斯蒙德也许是大远征和叛乱时代最伟大的星"
660	西吉斯蒙德 Sigismund	恢复英文词间空格	the	the 	1	ook up his famousblack bladeduring theSiege of Terra, several pieces of a
660	西吉斯蒙德 Sigismund	恢复英文句间空格	.He	. He	1	 it in conversation with Rogal Dorn.He was also known for his superior sw
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	a	a 	1	Camba Diaz was aCaptainof theImperial FistsLegion's
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	Camba Diaz was aCaptainof theImperial FistsLegion's50th Companyd
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	"al FistsLegion's50th Companyduring theGreat Crusadeand theHorus Heresy.

"
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	" Companyduring theGreat Crusadeand theHorus Heresy.

坎巴·迪亚兹在大远征和荷鲁斯叛乱期间是帝"
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	Crusadeand	Crusade and	1	"gion's50th Companyduring the Great Crusadeand the Horus Heresy.

坎巴·迪亚兹在大远征和荷鲁斯叛"
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	"mba Diaz坎巴·迪亚兹

**History 历史**

As theHeresyraged, he was co-commander, a"
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	with	with 	1	yraged, he was co-commander, along withCaptainSigismund, of anImperialtask
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	an	an 	1	er, along withCaptainSigismund, of anImperialtask force that was sent to
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	to	to 	1	anImperialtask force that was sent toMarswhenHorus' influence caused aci
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	their	their 	1	Diaz and Sigismund were charged by theirPrimarchRogal Dorn, with securing t
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	ge-complexes on Mars that supplied theLegio Astartesweapons and equipment
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	by	by 	1	"pons and equipment, which were led byMagosKaneandLukas Chrom.

当叛乱肆虐时，他与"
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	to	to 	1	f of the task force retreated back toTerra, with what resources they cou
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	"资源撤退回泰拉，

Several years later into theHeresy, when theAlpha Legionbegan t"
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	l years later into theHeresy, when theAlpha Legionbegan their attack on t
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	eAlpha Legionbegan their attack on theSol System, Diaz had been promoted 
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	of	of 	1	Diaz had been promoted to the rank ofLord Castellan. He was also given t
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	of	of 	1	n his Legion and was given command ofTerra's Fourth Sphereof defense, wh
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	of	of 	1	efense, which oversaw the blockade ofTraitor-occupiedMars. During theSol
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	ade ofTraitor-occupiedMars. During theSolar War's final phase, Diaz comma
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	his	his 	1	ase, Diaz commanded the largest of hisPrimarchDorn's five-tiered defensiv
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	"five-tiered defensive fleets, from theBattle BargeFortress of Eternity.

"
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	As	As 	1	"他的原体多恩的五层防御舰队中最大的一支，由战斗驳船永恒堡垒号率领。

AsHorus's forces overwhelmed the Sol "
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	's fleet near Mars was assailed by theDark Mechanicum. These attacks came
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	erra, he agreed to take command of theEternity Wall Spaceport's defenses,
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	"**Wargear 战备**

Camba Diaz wielded thePower SwordDurenda, a relic blade f"
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	by	by 	1	"SwordDurenda, a relic blade forged bySabik Waylandof theIron Hands.

坎巴·"
661	坎巴·迪亚兹 Camba Diaz	恢复英文词间空格	the	the 	1	"lic blade forged bySabik Waylandof theIron Hands.

坎巴·迪亚兹挥舞着由钢铁之手的萨比克·韦兰铸"
665	梅里克·格瑞马度斯 Merek Grimaldus	删除误重复字	掘了我的的坟墓，	掘了我的坟墓，	1	
667	康拉德·科兹 Konrad Curze	恢复英文句间空格	.Th	. Th	1	in the back. Both Legions retreated.The next encounter between the two br
668	圣吉列斯 Sanguinius	恢复英文句间空格	.Th	. Th	1	remonial war cloak for the Primarch.The noble angel was highly respected 
668	圣吉列斯 Sanguinius	恢复英文句间空格	.It	. It	1	st sway on Horus, after the Emperor.It was Sanguinius who convinced Horus
675	卡莱昂 Carleon	恢复英文词间空格	a	a 	1	Carleon is aLieutenantof theBlood Angels8th Com
675	卡莱昂 Carleon	恢复英文词间空格	the	the 	1	"Carleon is aLieutenantof theBlood Angels8th Company.

卡莱昂是圣血天使第"
675	卡莱昂 Carleon	恢复英文词间空格	the	the 	1	"是圣血天使第八连队的副官。

In the aftermath of theDevastation of Baal, he assisted in"
675	卡莱昂 Carleon	恢复英文词间空格	from	from 	1	pace Marines. He was also promoted fromSergeanttoLieutenantduring the Purg
675	卡莱昂 Carleon	恢复英文词间空格	of	of 	1	"rgeanttoLieutenantduring the Purge ofBaal Secundus.

在巴尔的毁灭之后，他协助清除了巴尔二号"
677	费鲁斯·马努斯 Ferrus Manus	恢复英文句间空格	.Ho	. Ho	1	rch Fulgrim, who were close friends.However during the Conquest of One-Fi
678	沙德拉克·梅杜森 Shadrak Meduson	英文拼写	seperate	separate	1	flagship, Alpharius fell in with a seperate unit of mixed Istvaan survivor mar
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	was	was 	1	known as Shadrak 'Bloody' Meduson, wasCaptainofSorrgol Clan, theIron Hand
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	Meduson, wasCaptainofSorrgol Clan, theIron HandsLegion's TenthClan Compan
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	during at least the latter part of theGreat Crusadeand the early stages o
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	"eat Crusadeand the early stages of theHorus Heresy.

沙德拉克·梅杜森，原名沙德拉克·史密斯，"
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	Crusadeand	Crusade and	1	least the latter part of the Great Crusadeand the early stages of the Horus Here
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	"

Shadrak Meduson沙德拉克·梅杜森

After theDrop Site Massacre, Meduson achieve"
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	by	by 	1	" was ultimately captured and slain bySons of HorusCaptainTybalt Marr.

在"
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	a	a 	1	"

**Forging铸造**

Shadrak Smyth was aTerranhailing fromOld Albia, induct"
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	from	from 	1	"

Shadrak Smyth was aTerranhailing fromOld Albia, inducted into theXth Leg"
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	iling fromOld Albia, inducted into theXth Legion, his service of at least
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	s beginning in the later period of theWars of Unificationon Terra. His fi
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	and	and 	1	e Tenth's deployments in the Afrik andPanpacificregions, serving underLor
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	under	under 	1	frik andPanpacificregions, serving underLord CommanderAmadeus DuCaine. DuCa
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	several occasions, most notably at theBattle of Rust, and by the time of 
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	Battle of Rust, and by the time of theDrop Site Massacre, the 10th Compan
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	of	of 	1	f the Legion forces upon the world ofOne-Five-Four-Fourwhilst both Ferru
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	and	and 	1	-Four-Fourwhilst both Ferrus Manus andFirst CaptainGabriel Santarwere abs
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	 of a world under the dominance of theEldar— Meduson commanded the right 
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	his	his 	1	his strategy, offering himself and hisMorlocksas additional line troops f
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	"ng弯曲**

Meduson was present during theBattle of Istvaan V, but never set "
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	t upon the world. Stationed aboard theIronside, he was assigned to the ob
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	s and boarding actions launched by theDeath GuardandSons of Horusvessels.
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	s, which had with it nearly all of theClan Fathersof the legion. In the a
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	of	of 	1	ngside the Primarch on the surface ofIstvaan V, and could not form their
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	of	of 	1	wn unit. Additionally, small units ofRaven GuardandSalamanderssurvivors 
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	sponse was to take his own vessel, theIron Heart, into close range with t
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	d not too long after the schism of theWhite Scarslegion. In the aftermath
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	by	by 	1	nd the White Scars kill-team - led byHibou Khan— ambushed another Sons o
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	"他不断壮大的部队。

Indeed, by such time as theBattle of Dwell, Shadrak Meduson wa"
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	orce. The 'shadow network' used by theShattered Legionsbecame filled with
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	e other thanAlpharius, Primarch of theAlpha Legionhimself. Assuming the m
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	of	of 	1	survivor marines under the command ofCadmus Tyroand convinced them, in h
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	ation in the Iron Hands. A coup by theCult of the Gorgonattempted to take
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	Legionhimself	Legion himself	1	anAlpharius, Primarch of the Alpha Legionhimself. Assuming the mantle of Meduson an
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	Legionforces	Legion forces	1	trol of Meduson's sizableShattered Legionforces, proclaiming they were led by the 
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文句间空格	.Cl	. Cl	1	s resulted in one particular change.Clan Averniiwas barely represented in
678	沙德拉克·梅杜森 Shadrak Meduson	恢复英文词间空格	the	the 	1	enly fought Marr's larger fleet at theBattle of the Aragna Chain. As the 
682	安格隆 Angron	恢复英文句间空格	.Ho	. Ho	1	 of the World Eaters to his command.However, Angron often proved too diff
683	罗伯特·基里曼 Roboute Guilliman	Field 对应的错别字	静滞立场	静滞力场	1	
683	罗伯特·基里曼 Roboute Guilliman	恢复英文句间空格	.Ho	. Ho	1	had found one of the lost Primarchs.However, due to an unexpected warp st
683	罗伯特·基里曼 Roboute Guilliman	恢复英文句间空格	.Wh	. Wh	1	est of all the Space Marine Legions.When Horus was appointed Warmaster by
683	罗伯特·基里曼 Roboute Guilliman	恢复英文句间空格	.He	. He	1	Commander of the Imperium once more.He later declared himself Imperial Re
690	乌瑞尔·文崔斯 Uriel Ventris	Field 对应的错别字	盖勒立场	盖勒力场	1	
694	维特里安·梅西尼乌斯 Vitrian Messinius	恢复英文句间空格	.Th	. Th	1	led by Messinius to conquer Kamidar.The force Messenius gathered ultimate
696	泰丰斯 Typhus	恢复英文词间空格	a	a 	1	 the Traveler,Herald of Nurgle, is aChaos Space Marineof theDeath Guard
696	泰丰斯 Typhus	恢复英文词间空格	the	the 	1	"f Nurgle, is aChaos Space Marineof theDeath GuardTraitor Legion.

旅行者泰丰斯，"
696	泰丰斯 Typhus	恢复英文词间空格	Marineof	Marine of	1	"Herald of Nurgle, is a Chaos Space Marineof the Death GuardTraitor Legion.

旅行"
696	泰丰斯 Typhus	恢复英文词间空格	of	of 	1	e Death Guard's eventual homeworld ofBarbarus. Typhon was a half-breed, 
696	泰丰斯 Typhus	恢复英文词间空格	the	the 	1	a half-breed, the result of one of theOverlordsof Barbarus taking a likin
696	泰丰斯 Typhus	恢复英文词间空格	the	the 	1	rly Death Guard in his war against theWarlord of Barbarus.When theEmperor
696	泰丰斯 Typhus	恢复英文词间空格	the	the 	1	gainst theWarlord of Barbarus.When theEmperorreclaimed his lost son Morta
696	泰丰斯 Typhus	恢复英文词间空格	of	of 	1	o rise to the prestigious position ofFirst Captain.He shared a strong bo
696	泰丰斯 Typhus	恢复英文句间空格	.As	. As	1	ther's fellow villagers drowned her.As a child upon the toxic planet of B
696	泰丰斯 Typhus	恢复英文句间空格	.Du	. Du	1	ung child helped lead him to safety.During his early adulthood, Typhus wa
696	泰丰斯 Typhus	恢复英文句间空格	.Wh	. Wh	1	war against the Warlord of Barbarus.When the Emperorreclaimed his lost so
696	泰丰斯 Typhus	恢复英文句间空格	.He	. He	1	estigious position of First Captain.He shared a strong bond with Mortario
696	泰丰斯 Typhus	恢复英文词间空格	the	the 	1	"Horus Heresy 荷鲁斯叛乱前的卡拉斯·提丰

During theGreat CrusadeTyphon often proved hi"
696	泰丰斯 Typhus	恢复英文词间空格	of	of 	1	mongst his warriors. On the planet ofRothric IXduring the eponymicTribes
696	泰丰斯 Typhus	恢复英文词间空格	of	of 	1	other episode Typhon saved a squad ofSisters of Silenceon the planet ofM
