段落ID,篇号,原译,校订译文,说明
A0462-B0161,462,"Infiltrator Squad 渗透者小队Equipment 装备Deathwatch members have access to a range of specialist equipment such as the Stalker Boltgun and variant bolter ammunition such as Inferno Bolts, Cryo-Shells, Kraken Penetrator Rounds, Metal Storm Frag Shells and Stalker Silenced Shells. Their devastating array of weaponry includes carapace-shredding Shotgun shells known as Xenospurges and grenades containing chemically altered promethium. Ammunition canisters of phasic plasma and amplifiers that saturate grav-fields with warped ions are among their most closely guarded secrets. Their molecular realignment fields of Xenophase Blades in particular arouse interest most radical Xenarite cults of Tech-Priests. Their technology is not only designed to kill but also includes Archaeotech to disrupt alien mechanichanisms such as Ork engines and Eldar psychomaterials.死亡守望成员可以使用一系列专业装备，如追猎者爆矢枪和变体爆矢弹药，如炼狱爆矢、冷冻弹药、克拉肯穿透弹药、金属风暴破片弹药和追猎者静音弹药。他们毁灭性的武器包括被称为净化异型的碎甲霰弹枪和含有化学改性钷的手榴弹。相位等离子体弹药罐和用扭曲离子充满重力场的放大器是他们最严格保密的秘密之一。他们的异型相位刃的分子重组立场尤其引起了技术神甫中最激进的异务派的兴趣。他们的技术不仅旨在杀人，还包括考古技术来破坏欧克引擎和灵族灵能材料等外星机械。","Infiltrator Squad 渗透者小队

Equipment 装备

Deathwatch members have access to a range of specialist equipment such as the Stalker Boltgun and variant bolter ammunition such as Inferno Bolts, Cryo-Shells, Kraken Penetrator Rounds, Metal Storm Frag Shells and Stalker Silenced Shells. Their devastating array of weaponry includes carapace-shredding Shotgun shells known as Xenospurges and grenades containing chemically altered promethium. Ammunition canisters of phasic plasma and amplifiers that saturate grav-fields with warped ions are among their most closely guarded secrets. Their molecular realignment fields of Xenophase Blades in particular arouse interest most radical Xenarite cults of Tech-Priests. Their technology is not only designed to kill but also includes Archaeotech to disrupt alien mechanichanisms such as Ork engines and Eldar psychomaterials.

死亡守望能够使用多种专门装备，包括追猎者爆矢枪，以及炼狱爆矢弹、冷冻弹、克拉肯穿透弹、金属风暴破片弹和追猎者消音弹等特殊弹药。他们的强大武库还包括可撕裂甲壳、称为“净化异形”的霰弹，以及装填经过化学改性的钷素的手榴弹。相位等离子弹药罐和向重力场注入扭曲离子的增幅器，都是最严密保守的秘密。异形相位刃的分子重排力场，尤其引起了技术祭司中激进异技派的兴趣。他们的技术不仅用于杀伤，也包括能干扰欧克引擎、灵族灵能材料等异形装置的考古科技。",Xenospurges 指霰弹弹药而非整把霰弹枪；realignment fields 为分子重排力场，原译“立场”错误。mechanichanisms 为英文误拼，未改原文。
A0462-B0165,462,死亡守望摆脱了困扰帝国的常规技术教条，他们的武器库也包括大量的异型科技。他们的作战装备高度专业化，反映了他们任务的不同要求和大量潜在威胁。武器的开发通常包括药剂师，他们专门分析对敌方异型的最大生物损伤。他们的装备由经过专门审查的技术神甫生产，他们宣誓保密，并定期接受催眠，以获得最大的自由裁量权。,死亡守望不受帝国通常的技术教条束缚，武库中也收藏大量异形技术。其装备高度专门化，以满足多样的任务需求、应对各种潜在威胁。药剂师常参与武器研发，分析怎样对敌方异形造成最大的生理损伤。装备由经过严格甄选的技术祭司制造；他们须宣誓保密，并定期接受催眠处理，确保绝不泄密。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0167,462,死亡守望使用最广泛的飞行器是战团独有的渡鸦黑星。,死亡守望使用最广泛的飞行器是战团独有的黑星渡鸦。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0170,462,攘外修会招募了帝国海军的老兵，驾驶修会拥有的死亡守望飞行器。这是因为攘外修会认为死亡守望太重要了，不能把它留在飞机的驾驶舱里，而不能执行修会的任务。帝国海军老兵被吸引到攘外修会服役，承诺驾驶无与伦比的飞机，利用技术资源并获得荣誉和荣耀。接受该提议的人随后会被大量改造并永久融合到飞行器中，使其成为机械的活体大脑。结果非常有效，因为飞机成为驾驶员的身体，并会对他们的想法做出反应，就像动力盔甲对星际战士的反应一样。然而，死亡守望的一些成员并不赞成这一点，因为他们觉得人类驾驶星际战士飞行器是闻所未闻的。,异形审判庭招募功勋卓著的帝国海军老兵，驾驶其拥有的死亡守望飞行器。审判庭认为，死亡守望战士太过宝贵，应当执行战斗任务，而非留在驾驶舱里。它以驾驶无与伦比的飞行器、使用先进技术资源并赢得荣耀为诱因，吸引海军老兵应征。接受者随后被大幅改造，与飞行器永久融合，成为机械的活体大脑。效果十分出色：飞行器如同驾驶员的身体，能够响应其思想，就像动力甲响应星际战士一样。不过，有些死亡守望成员并不赞成，因为让凡人驾驶星际战士飞行器，在他们看来闻所未闻。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0173,462,死亡守望拥有自己的舰队，其中最著名的是杀戮舰，这是一种专门的轰炸飞船，可以在帝国陷落的世界上实施灭绝令。死亡守望经常从审判庭的黑船上部署行星打击行动。,死亡守望拥有自己的舰队，其中最具代表性的是杀戮舰：专门对帝国已经失去的世界执行灭绝令的轰炸舰。死亡守望也常以审判庭黑船为出发平台，对行星发动突袭。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0178,462,报复之眼 — 护卫舰,报复之眼号——护卫舰,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0180,462,致命补救 — 快速打击战舰。,致命补救号——快速打击战舰。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0182,462,最终仁慈 — 快速打击战舰。,最终仁慈号——快速打击战舰。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0184,462,圣剑 — 新星级护卫舰。,圣剑号——新星级护卫舰。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0186,462,黑暗长枪 — 新星级护卫舰。,黑暗长枪号——新星级护卫舰。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0188,462,复仇女神 — 打击巡洋舰。,复仇女神号——打击巡洋舰。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0190,462,帝国柴薪 — 打击巡洋舰,帝国柴薪号——打击巡洋舰,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0192,462,罗比杜 — 打击巡洋舰。,罗比杜号——打击巡洋舰。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0194,462,寂静屠杀者 — 打击巡洋舰,寂静屠杀者号——打击巡洋舰,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0196,462,愤怒之矛 — 猎手级驱逐舰,愤怒之矛号——猎手级驱逐舰,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0198,462,雷霆之语 — 短剑级护卫舰,雷霆之语号——短剑级护卫舰,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0200,462,愤怒使者 — 打击巡洋舰Notable Kill-Teams 著名杀戮小队,"愤怒使者号——打击巡洋舰。

Notable Kill-Teams 著名杀戮小队",对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0205,462,Kill Team Brontos 勃朗特杀戮小队,Kill Team Brontos 布朗托斯杀戮小队,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0206,462,Kill Team Excis 切除杀戮小队,Kill Team Excis 埃克西斯杀戮小队,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0209,462,Squad Veridium 维尔迪姆小队Notable Members 著名成员,"Squad Veridium 维瑞迪姆小队

Notable Members 著名成员",对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0216,462,Valesnus 瓦莱斯诺斯Watch Masters 守望大师,"Valesnus 瓦莱斯诺斯

Watch Masters 守望堡主",对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0218,462,Alathresis of the Novamarines 新星战士的阿拉斯瑞斯,Alathresis of the Novamarines 新星战士的阿拉瑟瑞斯,同一人物姓名统一采用本稿较早篇章的译法。
A0462-B0221,462,Utorian Denash 托里安•迪纳什,Utorian Denash 乌托里安·迪纳什,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0223,462,Vilnus 维尔纽斯Watch Captains 守望连长,"Vilnus 维尔纽斯

Watch Captains 守望连长",对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
A0462-B0231,462,帝国之拳的兄弟连长奎伦·奥克塔维斯，被黑暗领主利爪杀死,帝国之拳的连长奎伦·奥克塔维斯，遭黑暗灵族的塔洛斯杀死。,对照英文校顺中文；术语依核心术语表，未核官方者保留暂定状态。
