篇号,篇名,分类,状态,稿件路径,来源
614,科瑞尔·泽斯 Koriel Zeth,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0614.md,https://www.bilibili.com/opus/1198009723420409859
615,蒂尔维乌斯 Tilvius,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0615.md,https://www.bilibili.com/opus/1217337200793878567
616,凯尔博·哈尔 Kelbor-Hal,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0616.md,https://www.bilibili.com/opus/1190256959591284771
617,雷古勒斯 Regulus,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0617.md,https://www.bilibili.com/opus/1192953803895209984
618,西蒙·彭塔西安 Simion Pentasian,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0618.md,https://www.bilibili.com/opus/1188705389764411393
619,尼莫·志明 Nemo Zhi-Meng,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0619.md,https://www.bilibili.com/opus/1189075031781539845
620,凯·祖兰 Kai Zulane,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0620.md,https://www.bilibili.com/opus/1058591795072466952
621,珍提亚·科勒 Jenetia Krole,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0621.md,https://www.bilibili.com/opus/1188714954648190984
622,凯莉娅·卡斯琳 Kaeria Casryn,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0622.md,https://www.bilibili.com/opus/1084131633377837128
623,康斯坦丁·瓦尔多 Constantin Valdor,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0623.md,https://www.bilibili.com/opus/1056407958784573457
624,图拉真·瓦洛瑞斯 Trajann Valoris,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0624.md,https://www.bilibili.com/opus/1074827922455396359
625,凯卡尔图斯·达斯克 Caecaltus Dusk,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0625.md,https://www.bilibili.com/opus/1067204991182176281
626,戴克里先·科罗斯 Diocletian Coros,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0626.md,https://www.bilibili.com/opus/1061864276679983123
627,拉·恩底弥翁 Ra Endymion,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0627.md,https://www.bilibili.com/opus/1061864212228210696
628,哈尔·兰塔尔 Harr Rantal,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0628.md,https://www.bilibili.com/opus/1189481103801450501
629,赛尔·瓦努斯 Sire Vanus,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0629.md,https://www.bilibili.com/opus/1176618316654968848
630,阿德林 Adreen,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0630.md,https://www.bilibili.com/opus/1188405936001122310
631,勒图 Leetu,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0631.md,https://www.bilibili.com/opus/1068932177932058624
632,莱昂·艾尔’庄森 Lion El'Jonson,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0632.md,https://www.bilibili.com/opus/1082419135408766984
633,考斯韦恩 Corswain,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0633.md,https://www.bilibili.com/opus/1206946798716846102
634,阿兹瑞尔 Azrael,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0634.md,https://www.bilibili.com/opus/1114173422060961816
635,以西结 Ezekiel,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0635.md,https://www.bilibili.com/opus/1114176939699994663
636,阿斯莫德 Asmodai,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0636.md,https://www.bilibili.com/opus/1114184400000516099
637,贝利亚 Belial,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0637.md,https://www.bilibili.com/opus/1114576457557868553
638,萨麦尔 Sammael,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0638.md,https://www.bilibili.com/opus/1114560020688666674
639,拉撒路 Lazarus,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0639.md,https://www.bilibili.com/opus/1114593474157477928
640,福格瑞姆 Fulgrim,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0640.md,https://www.bilibili.com/opus/1092239475079118871
641,法比乌斯·拜尔 Fabius Bile,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0641.md,https://www.bilibili.com/opus/1106804645497405441
642,佩图拉博 Perturabo,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0642.md,https://www.bilibili.com/opus/1089686117042618369
643,察合台可汗 Jaghatai Khan,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0643.md,https://www.bilibili.com/opus/1095198136300732419
644,苏博登可汗 Suboden Khan,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0644.md,https://www.bilibili.com/opus/1118610355230081033
645,科萨罗可汗 Kor'sarro Khan,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0645.md,https://www.bilibili.com/opus/1118616960927531027
646,黎曼·鲁斯 Leman Russ,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0646.md,https://www.bilibili.com/opus/1058165072884400164
647,洛根·格里姆纳尔 Logan Grimnar,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0647.md,https://www.bilibili.com/opus/1114600204374376455
648,断手比约恩 Bjorn the Fell-Handed,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0648.md,https://www.bilibili.com/opus/1115319538442829842
649,杀戮牙 Murderfang,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0649.md,https://www.bilibili.com/opus/1115346987558895617
650,风暴召唤者纳吉奥 Njal Stormcaller,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0650.md,https://www.bilibili.com/opus/1114603412724383768
651,博德瓦尔·比亚尔基 Bodvar Bjarki,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0651.md,https://www.bilibili.com/opus/1064897468472229906
652,杀戮者乌尔里克 Ulrik the Slayer,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0652.md,https://www.bilibili.com/opus/1114906349656866816
653,阿贾克·石拳 Arjac Rockfist,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0653.md,https://www.bilibili.com/opus/1115322909968039937
654,哈拉尔德·死狼 Harald Deathwolf,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0654.md,https://www.bilibili.com/opus/1114930332764733444
655,卡尼斯·狼裔 Canis Wolfborn,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0655.md,https://www.bilibili.com/opus/1114935456652328981
656,克罗姆·龙瞪 Krom Dragongaze,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0656.md,https://www.bilibili.com/opus/1114922485866823685
657,拉格纳·黑鬃 Ragnar Blackmane,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0657.md,https://www.bilibili.com/opus/1114911937442873367
658,骗子卢卡斯 Lukas the Trickster,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0658.md,https://www.bilibili.com/opus/1115333475609608199
659,罗格·多恩 Rogal Dorn,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0659.md,https://www.bilibili.com/opus/1058591661897023537
660,西吉斯蒙德 Sigismund,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0660.md,https://www.bilibili.com/opus/1198048489773203521
661,坎巴·迪亚兹 Camba Diaz,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0661.md,https://www.bilibili.com/opus/1198088171026382857
662,达纳斯·莱山德 Darnath Lysander,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0662.md,https://www.bilibili.com/opus/1117878106231668736
663,托尔·加拉顿 Tor Garadon,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0663.md,https://www.bilibili.com/opus/1118228042990223363
664,赫尔布雷彻 Helbrecht,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0664.md,https://www.bilibili.com/opus/1119414970127220742
665,梅瑞克·格里玛度斯 Merek Grimaldus,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0665.md,https://www.bilibili.com/opus/1119422018171699206
666,佩德罗·坎托 Pedro Kantor,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0666.md,https://www.bilibili.com/opus/1119446112897335312
667,康拉德·科兹 Konrad Curze,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0667.md,https://www.bilibili.com/opus/1072639404706627591
668,圣吉列斯 Sanguinius,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0668.md,https://www.bilibili.com/opus/1066359256306941961
669,但丁 Dante,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0669.md,https://www.bilibili.com/opus/1115647523597320215
670,墨菲斯顿 Mephiston,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0670.md,https://www.bilibili.com/opus/1116024522909155337
671,阿斯托拉斯 Astorath,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0671.md,https://www.bilibili.com/opus/1116758335285100553
672,雷马特斯 Lemartes,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0672.md,https://www.bilibili.com/opus/1117511118506426372
673,科布罗 Corbulo,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0673.md,https://www.bilibili.com/opus/1116501066721001513
674,阿瑞诺斯·卡莱恩 Arenos Karlaen,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0674.md,https://www.bilibili.com/opus/1117102542571962372
675,卡莱昂 Carleon,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0675.md,https://www.bilibili.com/opus/1219710595419340800
676,加百列·赛斯 Gabriel Seth,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0676.md,https://www.bilibili.com/opus/1147922712437456921
677,费鲁斯·马努斯 Ferrus Manus,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0677.md,https://www.bilibili.com/opus/1091506281209921572
678,沙德拉克·梅杜森 Shadrak Meduson,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0678.md,https://www.bilibili.com/opus/1197646085739249666
679,卡丹·斯特罗诺斯 Kardan Stronos,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0679.md,https://www.bilibili.com/opus/1118662981483233285
680,马尔坎·费洛斯 Malkaan Feirros,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0680.md,https://www.bilibili.com/opus/1118672602177470505
681,卡诺克·瓦尔 Caanok Var,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0681.md,https://www.bilibili.com/opus/1119083055058780216
682,安格隆 Angron,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0682.md,https://www.bilibili.com/opus/1064897339591753737
683,罗保特·基里曼 Roboute Guilliman,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0683.md,https://www.bilibili.com/opus/1067206004810186758
684,马涅乌斯·奥古斯图斯·卡尔加 Marneus Augustus Calgar,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0684.md,https://www.bilibili.com/opus/1113207496857616389
685,瓦罗·狄格里斯 Varro Tigurius,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0685.md,https://www.bilibili.com/opus/1113577791720259585
686,奥坦·卡西乌斯 Ortan Cassius,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0686.md,https://www.bilibili.com/opus/1113590427498315785
687,卡托·西卡留斯 Cato Sicarius,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0687.md,https://www.bilibili.com/opus/1113228366078541842
688,西弗勒斯·阿格曼 Severus Agemman,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0688.md,https://www.bilibili.com/opus/1113596642356887552
689,西瓦图斯·阿切兰 Sevastus Acheran,人类帝国,中文行文已逐段精校，部分术语仍为暂定,正文/02-人类帝国/0689.md,https://www.bilibili.com/opus/1113789469189734421
